,site_id,delta,vote ,site_name,year_x,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,NPL_STAT,deletion_date_new,CAG,region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,f_black,f_maleunem,f_femunem,f_hispanic,f_unemployment,f_educated,f_urban,f_rural,f_lessthan,f_higher,income,npv,lognpv,federal_status,duration,event,president,final_date_year,State,year_y,party,Abbreviation
10,ALD007454085,661.0,55.6,T.H. AGRICULTURE & NUTRITION CO. (MONTGOMER,1990,3017 BIRMINGHAM HWY,MONTGOMERY,MONTGOMERY,AL,36108.0,4,Currently on the,32.3761,-86.3791,44.46,G,1990-08-30,2002-09-27,completed,,0,0,0,0,1,0,0,0,0,0,0,1.2037344430012913,0.03168799500066572,0.05364243328260128,0.08178265494332307,0.08533042828326699,1.1812167210816569,2.544463705913042,0.4555362940869577,0.5617833275653115,1.0511806372248342,24670.0,3574000,15.08919597470151,0,4411.0,1,bush_father,1990,Alabama,1988,0,AL
11,ALD980844385,471.0,55.6,"REDWING CARRIERS, INC. (SARALAND)",1990,527 US HWY 43,SARALAND,MOBILE,AL,36571.0,4,Currently on the,30.808329999999998,-88.07306,30.83,G,1990-02-21,2009-09-03,completed,,0,0,0,0,1,0,0,0,0,0,0,0.17332985685345448,0.04749178722098888,0.04121602586328306,0.012204142319682594,0.08870781308427192,1.314771412806974,2.5255103126308995,0.4744899161395985,0.6369291141749793,1.2826944124823312,26912.33333333333,7002562,15.761786640057926,0,7134.0,1,bush_father,1990,Alabama,1988,0,AL
12,AL6210020008,474.0,55.6,ALABAMA ARMY AMMUNITION PLANT,1980,STATE HWY 235,CHILDERSBURG,TALLADEGA,AL,35044.0,4,Currently on the,33.3381,-86.3268,36.83,F,1987-07-22,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.7087934367541368,0.011451933305441676,0.024539894110689797,0.004498964541666252,0.03599182741613147,0.1640082022059489,0.0,1.0,0.2920245399681659,0.15337424562280996,10714.0,63505,11.05887392193842,1,11124.0,0,reagan2,1987,Alabama,1984,0,AL
13,ALD008161176,47.0,55.6,STAUFFER CHEMICAL CO. (LEMOYNE PLANT),1980,US HWY 43,AXIS,MOBILE,AL,36505.0,4,Currently on the,30.96943,-88.0175,32.34,G,1984-09-21,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.2833133278103325,0.01296522752123134,0.02352942941477715,0.01296522752123134,0.036494656936008486,0.6521008324420069,0.7812725119373279,1.2187275399609665,0.4292916725109863,0.6290516520265932,20290.0,501000,13.124361380067002,0,12158.0,0,reagan2,1984,Alabama,1984,0,AL
14,ALD041906173,580.0,55.6,INTERSTATE LEAD CO. (ILCO),1980,1247 BORDEN AVE SE,LEEDS,JEFFERSON,AL,35094.0,4,Currently on the,33.68888,-86.63333,42.86,G,1986-06-10,2014-09-30,completed,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,5000.0,1576000,14.27040054939996,0,10339.0,1,reagan2,1986,Alabama,1984,0,AL
15,ALD095688875,47.0,55.6,STAUFFER CHEMICAL CO. (COLD CREEK PLANT),1980,US HWY 43,BUCKS,MOBILE,AL,36512.0,4,Currently on the,30.975,-88.02138000000001,46.77,G,1984-09-21,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.7589521583447031,0.02642353054542581,0.03971342840245415,0.023527449831954702,0.06613695894787996,0.8652182486680946,0.7812724642683697,2.2187275357316305,0.7488828177850712,0.8195115429449663,17843.333333333332,927900,13.740679247341271,0,12158.0,0,reagan2,1984,Alabama,1984,0,AL
16,AL7210020742,570.0,55.6,USARMY/NASA REDSTONE ARSENAL,1990,,HUNTSVILLE,MADISON,AL,35808.0,4,Currently on the,34.64694,-86.67305,50.0,F,1994-05-31,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.3003207714339349,0.0014033750234654116,0.016238971421420063,0.07658380071290014,0.017642346444885475,0.396752205715716,1.0,0.0,0.017040900006257444,0.3724939814145368,27963.0,2287000,14.642751473004918,1,8619.0,0,clinton1,1994,Alabama,1992,0,AL
17,ALD004022448,50.0,55.6,"ALABAMA PLATING COMPANY, INC.",2010,570 HIGHWAY 231 NORTH,VINCENT,SHELBY,AL,35178.0,4,Currently on the,33.39972,-86.405,30.2,G,2012-09-18,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.2423067640878037,0.009207664490621529,0.004603823018472905,0.01356917229322315,0.013811487509094434,0.5895323443664047,0.0,1.0,0.15410710727450172,0.5536709472674037,42308.0,3130000,14.956543562516336,0,1934.0,0,obama1,2012,Alabama,2008,0,AL
18,ALD980728703,426.0,55.6,PERDIDO GROUND WATER CONTAMINATION,1980,COUNTY RD 47 S,PERDIDO,BALDWIN,AL,36562.0,4,Currently on the,31.0125,-87.625,30.29,G,1983-09-08,1993-07-30,completed,,0,0,0,0,1,0,0,0,0,0,0,0.045880621599128785,0.01036012988040435,0.00838678727944003,0.009373458579922191,0.018746917159844383,0.22002959526549398,0.0,0.9629995284056664,0.3122841470388787,0.20374938343196888,11973.0,99000,11.502875129116727,0,3613.0,1,reagan1,1983,Alabama,1980,1,AL
19,ALD983166299,426.0,55.6,TRIANA/TENNESSEE RIVER,1980,USAMICOM DRSMI KL,LIMESTONE/MOR,"MORGAN, LIMESTON",AL,35898.0,4,Currently on the,34.50888,-86.63819000000001,61.42,G,1983-09-08,1991-12-18,completed,,0,0,0,0,1,0,0,0,0,0,0,0.03184713968911268,0.028207457351323864,0.019108280012689282,0.006976043561176501,0.047315737364013136,0.2813163372408565,0.0,1.0,0.2866242001903392,0.24598118527310145,12765.0,13739407,16.435778685166273,0,3023.0,1,reagan1,1983,Alabama,1980,1,AL
20,ALD981868466,547.0,55.6,AMERICAN BRASS INC.,1990,HIGHWAY 134 WEST,HEADLAND,HENRY,AL,36345.0,4,Currently on the,31.325,-85.40416,55.61,G,1999-05-10,2009-09-01,completed,,0,0,0,0,1,0,0,0,0,0,0,0.25927602043544035,0.013122178953379882,0.00520362176447599,0.00610860023928529,0.018325800717855868,0.4083710410674956,0.0,0.3142533868635881,0.25226244172134576,0.3864253443131125,23090.0,6006500,15.608352774143567,0,3767.0,1,clinton2,1999,Alabama,1996,0,AL
21,ARD000023440,426.0,49.4,"VERTAC, INC.",1980,MARSHALL RD,JACKSONVILLE,PULASKI,AR,72076.0,6,Currently on the,34.878,-92.1312,65.46,G,1983-09-08,1998-08-31,completed,,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,5000.0,38000000,17.45309671769066,0,5471.0,1,reagan1,1983,Arkansas,1980,1,AR
22,ARD035662469,495.0,49.4,GURLEY PIT,1980,1 MI N OF EDMONDSON,EDMONDSEN,CRITTENDEN,AR,72332.0,6,Deleted from the,35.1209,-90.3116,41,G,1983-07-01,1994-09-13,completed,6-Nov-03,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,5000.0,6130000,15.628705307912394,0,4092.0,1,reagan1,1983,Arkansas,1980,1,AR
23,ARD980496368,481.0,49.4,INDUSTRIAL WASTE CONTROL,1980,BONANZA ROAD,FORT SMITH,SEBASTIAN,AR,72901.0,6,Deleted from the,35.2402,-94.3525,41,G,1983-07-15,1992-06-10,completed,7-Apr-08,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,5000.0,13739407,16.435778685166273,0,3253.0,1,reagan1,1983,Arkansas,1980,1,AR
24,ARD008052508,24.0,49.4,"POPILE, INC.",1990,SOUTHFIELD RD. APPROX. 1/2 MI S O,EL DORADO,UNION,AR,71730.0,6,Currently on the,33.1825,-92.67333,50.03,G,1992-10-14,2001-09-28,completed,,0,0,0,0,0,0,1,0,0,0,0,0.6109003366252878,0.025485895453455185,0.034605590062720175,0.009514213070149059,0.06009148551617536,0.8054503536197123,0.0,0.9951303238685044,0.4216885663894023,0.7679263954912257,20429.5,11900000,16.292048958081757,0,3271.0,1,bush_father,1992,Arkansas,1988,0,AR
25,ARD980496723,205.0,49.4,SOUTH 8TH STREET LANDFILL,1990,SOUTH EIGHTH STREET,WEST MEMPHIS,CRITTENDEN,AR,72301.0,6,Deleted from the,35.12444,-90.16944000000001,41,G,1992-04-16,2000-09-19,completed,28-Sep-04,0,0,0,0,0,0,1,0,0,0,0,1.3379371891852696,0.031181338403151307,0.043834230752598034,0.015568840693631222,0.07501556915574935,0.3874561302152426,1.020264177052067,0.9797358229479328,0.5555444022879595,0.38149031727435695,9712.333333333334,383461,12.856993199702915,0,3078.0,1,bush_father,1992,Arkansas,1988,0,AR
26,ARD980864110,661.0,49.4,MONROE AUTO EQUIPMENT CO. (PARAGOULD PIT),1990,HWY 358 2 1/2 MI W OF TOWN,PARAGOULD,GREENE,AR,72450.0,6,Currently on the,36.02083,-90.575,41,G,1990-08-30,2001-09-19,completed,29-Sep-14,0,0,0,0,0,0,1,0,0,0,0,0.0006347934952403238,0.01925520098883772,0.011849334506305969,0.0057130982357088906,0.03110453549514369,0.3681760779798016,0.0,0.9627592282342592,0.2630131369880646,0.3419382349862284,19823.0,13739407,16.435778685166273,0,4038.0,1,bush_father,1990,Arkansas,1988,0,AR
27,ARD042755231,180.0,49.4,OUACHITA NEVADA WOOD TREATER,2000,N OF HWY 368 APPROX. 1/4 MI N OF,READER,OUACHITA,AR,71726.0,6,Currently on the,33.75945,-93.10425,50.0,G,2000-05-11,2006-09-21,completed,,0,0,0,0,0,0,1,0,0,0,0,0.06352495134724473,0.016226474546162783,0.0167443479894869,0.033661314333649585,0.03297082253564968,0.4602106054202826,0.2748144306738994,0.7251855693261007,0.16658035136289653,0.4353530109680659,31875.0,1300000,14.077874822431765,0,2324.0,1,clinton2,2000,Arkansas,1996,1,AR
28,ARD049658628,474.0,49.4,MOUNTAIN PINE PRESSURE TREATING,1990,HIGHWAY 28,PLAINVIEW,YELL,AR,72857.0,6,Currently on the,34.984159999999996,-93.30221999999999,41.93,G,1999-07-22,2005-09-28,completed,,0,0,0,0,0,0,1,0,0,0,0,0.0017580587398914088,0.006680820635364994,0.01160338510706094,0.006680820635364994,0.01828420574242593,0.3530239202597465,0.0,1.0,0.3073136033274593,0.3284107030537116,17413.0,5342000,15.491110672652043,0,2260.0,1,clinton2,1999,Arkansas,1996,1,AR
29,ARD980809941,474.0,49.4,JACKSONVILLE MUNICIPAL LANDFILL,1980,GRAHAM RD,JACKSONVILLE,LONOKE,AR,72076.0,6,Deleted from the,34.86333,-92.07166,41,G,1987-07-22,1995-09-25,completed,14-Mar-00,0,0,0,0,0,0,1,0,0,0,0,0.04298640640987562,0.04162899113649866,0.01583716471114939,0.013574652808488165,0.05746615584764805,0.6429863622306649,0.0,2.0,0.4533936925770536,0.5936651573643774,9284.4,1950000,14.48333993053993,0,2987.0,1,reagan2,1987,Arkansas,1984,0,AR
30,ARD981055809,474.0,49.4,ROGERS ROAD MUNICIPAL LANDFILL,1980,ROGER RD 2/10MI S OF GRAHAM RD,JACKSONVILLE,PULASKI,AR,72076.0,6,Deleted from the,34.8627,-92.0778,41,G,1987-07-22,1995-09-25,completed,12-Oct-10,0,0,0,0,0,0,1,0,0,0,0,0.04299165381467966,0.041627093331185486,0.015838510359889785,0.01357121318748989,0.05746560369107528,0.6429841204632518,0.0,2.0,0.4533952695820614,0.5936635346132502,8570.333333333334,1226000,14.019267395478293,0,2987.0,1,reagan2,1987,Arkansas,1984,0,AR
31,ARD990660649,50.0,49.4,CEDAR CHEMICAL CORPORATION,2010,49 PHILLIPS ROAD 311 (HIGHWAY 242,WEST HELENA,PHILLIPS,AR,72342.0,6,Currently on the,34.5206,-90.6517,41,G,2012-09-18,2018-01-04,,,0,0,0,0,0,0,1,0,0,0,0,1.2979529286808744,0.04327169277987236,0.06697349898470724,0.021481651548505204,0.1102451917645796,0.9576868062491174,0.9246704333733388,1.075329566626661,0.3561040370461941,0.9027297806803842,27364.5,13739407,16.435778685166273,0,1934.0,0,obama1,2012,Arkansas,2008,0,AR
32,AZ0000309013,65.0,46.7,IRON KING MINE - HUMBOLDT SMELTER,2000,"PARTS OF SECS 15,16&22, TWP 13N,",Dewey-Humbold,YAVAPAI,AZ,86327.0,9,Currently on the,34.503333000000005,-112.236667,52.69,G,2008-09-03,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.0011672449525075013,0.004168750706244887,0.002668003789877407,0.023011504375311874,0.006836754496122296,0.921960969612852,0.8394197103976043,0.16058028960239554,0.06469901143776075,0.7768884378829286,50615.0,13739407,16.435778685166273,0,3410.0,0,bush_son2,2008,Arizona,2004,0,AZ
33,AZ0570024133,661.0,46.7,LUKE AIR FORCE BASE,1990,S RT 8 YUMA THRU GILA BEND,GLENDALE,MARICOPA,AZ,85309.0,9,Deleted from the,33.54,-112.3567,41,F,1990-08-30,2000-09-25,completed,22-Apr-02,0,0,0,0,0,0,0,0,0,1,0,0.1573002064672099,0.01984125520667418,0.027313228079712662,0.27441940690608924,0.047154483286386835,0.8257574125581999,0.08131867228581206,0.9180819147225864,0.1330457027638957,0.78945621505084,26512.0,96543,11.477743783933649,1,3679.0,1,bush_father,1990,Arizona,1988,0,AZ
34,AZ0971590062,471.0,46.7,YUMA MARINE CORPS AIR STATION,1990,AVENUE 3E,YUMA,YUMA,AZ,85369.0,9,Currently on the,32.654579999999996,-114.5888,32.24,F,1990-02-21,2000-09-20,completed,,0,0,0,0,0,0,0,0,0,1,0,0.14579055861992654,0.014388153935421304,0.01917792157690385,0.18955357682791366,0.033566075512325155,0.9743254722634721,1.001175821377027,0.23357272476441124,0.2281850719458331,0.930650831283928,22298.5,8012000,15.896450975767847,1,3864.0,1,bush_father,1990,Arizona,1988,0,AZ
35,AZ7570028582,379.0,46.7,WILLIAMS AIR FORCE BASE,1980,WILLIAMS AFB,CHANDLER,MARICOPA,AZ,85224.0,9,Currently on the,33.30695,-111.6519,37.93,F,1989-11-21,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.12023289716221645,0.0020378463123201717,0.011644831662316769,0.060553129933748236,0.013682677974636941,0.3144104791270159,0.0,0.0,0.03522561809275243,0.23551673899451245,12544.0,1100000,13.9108207377686,1,10271.0,0,bush_father,1989,Arizona,1988,0,AZ
36,AZD008399263,661.0,46.7,APACHE POWDER CO.,1990,1436 S APACHE POWDER RD,SAINT DAVID,COCHISE,AZ,85630.0,9,Currently on the,31.88,-110.24,39.09,G,1990-08-30,2008-09-26,completed,,0,0,0,0,0,0,0,0,0,1,0,0.002884316996241469,0.0170554315160834,0.007524433400877309,0.1513670099885969,0.02457986491696071,0.5125408451866993,0.0,0.5204415002576204,0.16716832013043922,0.4794331908005546,18727.0,13739407,16.435778685166273,0,6602.0,1,bush_father,1990,Arizona,1988,0,AZ
37,AZD009004177,331.0,46.7,"MOTOROLA, INC. (52ND STREET PLANT)",1980,5005 E MCDOWELL RD,PHOENIX,MARICOPA,AZ,85008.0,9,Currently on the,33.461659999999995,-111.9708,40.83,G,1989-10-04,2018-01-04,,,1,0,0,0,0,0,0,0,0,1,0,0.0417962676486456,0.011858473504552243,0.01691290987861066,0.10847589306732612,0.028771383383162912,0.4583981290165226,1.0,0.0,0.20217729342025406,0.4004665612273801,7516.666666666668,7600000,15.84365880525656,0,10319.0,0,bush_father,1989,Arizona,1988,0,AZ
38,AZD980496780,481.0,46.7,NINETEENTH AVENUE LANDFILL,1980,19TH AVE,PHOENIX,MARICOPA,AZ,85041.0,9,Deleted from the,33.41666,-112.0917,41,G,1983-07-15,1998-02-17,completed,25-Sep-06,0,0,0,0,0,0,0,0,0,1,0,0.5873937649355195,0.06727299814670709,0.057937224921944176,0.9420870240336464,0.12521022306865126,0.22717137133157445,2.0,0.0,0.7068340555686667,0.21819966752245573,8070.5,42990000,17.576478088472463,0,5331.0,1,reagan1,1983,Arizona,1980,0,AZ
39,AZD980695902,426.0,46.7,PHOENIX-GOODYEAR AIRPORT AREA,1980,BETWEEN LWR BUCKEYE ROAD & VAN BU,GOODYEAR,MARICOPA,AZ,85338.0,9,Currently on the,33.42971,-112.3653,45.91,G,1983-09-08,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.12937003032660482,0.013734810331694934,0.011093505791876287,0.6662393578294276,0.02482831612357122,0.39989434581405947,0.0,0.008604906158463032,0.12255678453164592,0.3275224477563602,8506.0,1870000,14.44144898883077,0,12537.0,0,reagan1,1983,Arizona,1980,0,AZ
40,AZD980695969,426.0,46.7,INDIAN BEND WASH AREA,1980,MCDOWELL RD & HAYDEN,SCOTTSDALE,MARICOPA,AZ,85253.0,9,Currently on the,33.46666,-111.9083,42.24,G,1983-09-08,2006-09-28,completed,,1,0,0,0,0,0,0,0,0,1,0,0.020825227804439714,0.046417938000320715,0.04038399611935961,0.18322804459544428,0.08680193411968032,2.0748532540703137,4.0,0.0,0.4927268332580908,1.5278711444066453,19369.75,132775800,18.70417254948524,0,8421.0,1,reagan1,1983,Arizona,1980,0,AZ
41,AZD980737530,426.0,46.7,TUCSON INTERNATIONAL AIRPORT AREA,1980,NOGALES HWY,TUCSON,PIMA,AZ,85734.0,9,Currently on the,32.10556,-110.9333,57.8,G,1983-09-08,2018-01-04,,,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,5000.0,2100000,14.557447902693651,0,12537.0,0,reagan1,1983,Arizona,1980,0,AZ
42,AZD980735666,474.0,46.7,HASSAYAMPA LANDFILL,1980,OLD WICKENBURG RD,HASSAYAMPA,MARICOPA,AZ,85343.0,9,Currently on the,33.36833,-112.7483,42.79,G,1987-07-22,1997-09-30,completed,,0,0,0,0,0,0,0,0,0,1,0,0.010239904441031957,0.0123797367877287,0.016047523024714527,0.15818417053707667,0.028427259812443224,0.3127005548371676,0.0,1.0,0.2313921524148815,0.2653217884830955,18302.0,9200000,16.034714042019267,0,3723.0,1,reagan2,1987,Arizona,1984,0,AZ
43,CA0001576081,405.0,46.4,AMCO CHEMICAL,2000,1414 THIRD STREET,OAKLAND,ALAMEDA,CA,94607.0,9,Currently on the,37.8025,-122.29375,50.0,G,2003-09-29,2018-01-04,,,1,0,0,0,0,0,0,0,0,1,0,0.002267602779021525,0.009394256215524182,0.015872990425499018,0.10366043444255243,0.025267246641023203,0.6337868462548827,0.452057069110239,0.5479429308897611,0.055231621389808506,0.5644638405417879,51091.0,13739407,16.435778685166273,0,5211.0,0,bush_son1,2003,California,2000,1,CA
44,CA0001900463,418.0,46.4,NEW IDRIA MERCURY MINE,2010,"TOWNSHIP: 17S, RANGE: 12E",IDRIA,SAN BENITO,CA,95043.0,9,Currently on the,36.412778,-120.674444,31.66,G,2011-09-16,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.0019731477800636627,0.020915366468674826,0.01026036845633105,0.32754543317847995,0.03117573492500588,0.4802682320305722,0.2079715170314572,0.7920279026309605,0.11128669547075534,0.4400154369796912,80842.0,13739407,16.435778685166273,0,2302.0,0,obama1,2011,California,2008,1,CA
45,CAD008339467,181.0,46.4,JERVIS B. WEBB CO.,2010,9301 RAYO AVE AND 5030 FIRESTONE,SOUTH GATE,LOS ANGELES,CA,90280.0,9,Currently on the,33.950278000000004,-118.176946,45.76,G,2012-05-10,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.16049889127187894,0.23256688835727385,0.18234437219949293,10.004683123762916,0.4149112605567668,3.4791991434180063,11.0,0.0,2.7455393597042455,3.3301073284822436,47218.36363636363,13739407,16.435778685166273,0,2065.0,0,obama1,2012,California,2008,1,CA
46,CAN000905902,181.0,46.4,SOUTHERN AVENUE INDUSTRIAL AREA,2010,5211 SOUTHERN AVENUE,SOUTH GATE,LOS ANGELES,CA,90280.0,9,Currently on the,33.946112,-118.17666899999999,50.0,G,2012-05-10,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.10215839042469076,0.11937050673838405,0.12208082593409965,5.2049599867666565,0.24145133267248364,2.4039851983750755,6.0,0.0,1.163085873495307,2.2819850481800383,56619.33333333334,13739407,16.435778685166273,0,2065.0,0,obama1,2012,California,2008,1,CA
47,CAN000906063,418.0,46.4,BLUE LEDGE MINE,2010,"SECTIONS 34, TOWNSHIP 48 N, RANGE",ROGUE RIVER-S,SISKIYOU,CA,96086.0,9,Currently on the,41.965278000000005,-123.10166699999999,50.28,G,2011-09-16,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.0037351318389867243,0.033613247816152755,0.007469528994291509,0.06675997149427315,0.04108277681044427,0.6031745681896661,0.0,1.0,0.10877653126446407,0.5756305422700256,28920.0,13739407,16.435778685166273,0,2302.0,0,obama1,2011,California,2008,1,CA
48,CA0210020780,474.0,46.4,SACRAMENTO ARMY DEPOT,1980,8350 FRUITRIDGE RD,SACRAMENTO,SACRAMENTO,CA,95813.0,9,Currently on the,38.52028,-121.3958,44.46,F,1987-07-22,2002-08-28,completed,,0,0,0,0,0,0,0,0,0,1,0,0.040807915058232655,0.02328936436402677,0.00906842556849615,0.07728771628766924,0.03235778993252292,0.4497114578859368,1.0,0.0,0.19641384956369196,0.39056059273525984,11722.0,5020000,15.428940491667912,1,5516.0,1,reagan2,1987,California,1984,1,CA
49,CA2170090078,474.0,46.4,MOFFETT NAVAL AIR STATION,1980,MOFFETT FIELD NAS,MOFFETT FIELD,SANTA CLARA,CA,94035.0,9,Currently on the,37.41138,-122.0522,29.49,F,1987-07-22,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.2949196407099165,0.0,0.0,0.11772015398375305,0.0,0.5861216955807457,2.0,0.0,0.023544030086557484,0.4597274456648974,16125.0,2600000,14.77102200299171,1,11124.0,0,reagan2,1987,California,1984,1,CA
