,site_id,delta,vote ,site_name,year_x,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,NPL_STAT,deletion_date_new,CAG,region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,f_black,f_maleunem,f_femunem,f_hispanic,f_unemployment,f_educated,f_urban,f_rural,f_lessthan,f_higher,f_owner,f_pop65,income,npv,lognpv,federal_status,duration,event,president,final_date_year,State,year_y,party,Abbreviation
10,ALD007454085,661.0,55.6,T.H. AGRICULTURE & NUTRITION CO. (MONTGOMER,1990,3017 BIRMINGHAM HWY,MONTGOMERY,MONTGOMERY,AL,36108.0,4,Currently on the,32.3761,-86.3791,44.46,G,1990-08-30,2002-09-27,completed,,0,0,0,0,1,0,0,0,0,0,0,1.2037344195646396,0.03168799743064706,0.053642412244467,0.08178267436749449,0.08533040967511406,1.1812167286259314,2.5444637092827462,0.4555362907172545,0.5617832979221038,1.051180618239694,0.4616790821807668,0.19191344788904435,24670.0,3574000,15.08919597470151,0,4411.0,1,bush_father,1990,Alabama,1988,0,AL
11,ALD980844385,471.0,55.6,"REDWING CARRIERS, INC. (SARALAND)",1990,527 US HWY 43,SARALAND,MOBILE,AL,36571.0,4,Currently on the,30.808329999999998,-88.07306,30.83,G,1990-02-21,2009-09-03,completed,,0,0,0,0,1,0,0,0,0,0,0,0.1733299940954616,0.04749191117732026,0.041215879858025016,0.012203988317873523,0.08870779103534528,1.3147710233231404,2.5255102022538067,0.4744897977461932,0.6369289815958584,1.282693991771857,0.7999196432465232,0.35585493468761176,26912.33333333333,7002562,15.761786640057926,0,7134.0,1,bush_father,1990,Alabama,1988,0,AL
12,AL6210020008,474.0,55.6,ALABAMA ARMY AMMUNITION PLANT,1980,STATE HWY 235,CHILDERSBURG,TALLADEGA,AL,35044.0,4,Currently on the,33.3381,-86.3268,36.83,F,1987-07-22,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.7290268449208318,0.011325508014592992,0.02097315033267683,0.0012583897793992213,0.03229865834726982,0.2965603981053146,0.0,1.0,0.2646812061821721,0.28481543315957697,0.27265101128269464,0.0868288568066157,18877.0,63505,11.05887392193842,1,11124.0,0,reagan2,1987,Alabama,1984,0,AL
13,ALD008161176,47.0,55.6,STAUFFER CHEMICAL CO. (LEMOYNE PLANT),1980,US HWY 43,AXIS,MOBILE,AL,36505.0,4,Currently on the,30.96943,-88.0175,32.34,G,1984-09-21,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.7589521635467629,0.026423464199145638,0.039713390200415685,0.02352736750662708,0.06613685439956132,0.8652183674120663,0.7812725194424075,2.2187275058217084,0.7488828315715855,0.8195115703989906,0.6804894353240365,0.0,17843.333333333332,501000,13.124361380067002,0,12158.0,0,reagan2,1984,Alabama,1984,0,AL
14,ALD041906173,580.0,55.6,INTERSTATE LEAD CO. (ILCO),1980,1247 BORDEN AVE SE,LEEDS,JEFFERSON,AL,35094.0,4,Currently on the,33.68888,-86.63333,42.86,G,1986-06-10,2014-09-30,completed,,0,0,0,0,1,0,0,0,0,0,0,0.029380785232635737,0.016855525596093685,0.016266958652439763,0.008335900250708794,0.03312248424853345,1.0227907952021618,1.4163236513862951,0.5836763502331414,0.14514527732632054,0.9850443025628028,0.5687375792931476,0.08950918701676991,40142.5,1576000,14.27040054939996,0,10339.0,1,reagan2,1986,Alabama,1984,0,AL
15,ALD095688875,47.0,55.6,STAUFFER CHEMICAL CO. (COLD CREEK PLANT),1980,US HWY 43,BUCKS,MOBILE,AL,36512.0,4,Currently on the,30.975,-88.02138000000001,46.77,G,1984-09-21,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,1.234591085615083,0.03988166433102637,0.05589737601186008,0.0340894898637505,0.09577904034288644,1.078335865427446,0.7812725987888058,3.2187275930249286,1.0684740161372879,1.0099715390967692,0.7847485012038697,0.0,16620.0,927900,13.740679247341271,0,12158.0,0,reagan2,1984,Alabama,1984,0,AL
16,AL7210020742,570.0,55.6,USARMY/NASA REDSTONE ARSENAL,1990,,HUNTSVILLE,MADISON,AL,35808.0,4,Currently on the,34.64694,-86.67305,50.0,F,1994-05-31,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.30032076869600816,0.0014033674233217355,0.016238974728594164,0.07658380277660813,0.0176423421519159,0.3967522058784292,1.0,0.0,0.017040899559169428,0.3724939869648223,0.0018043318989793195,0.0016038496611505276,27963.0,2287000,14.642751473004918,1,8619.0,0,clinton1,1994,Alabama,1992,0,AL
17,ALD004022448,50.0,55.6,"ALABAMA PLATING COMPANY, INC.",2010,570 HIGHWAY 231 NORTH,VINCENT,SHELBY,AL,35178.0,4,Currently on the,33.39972,-86.405,30.2,G,2012-09-18,2018-01-04,,,0,0,0,0,1,0,0,0,0,0,0,0.24230676222976305,0.009207659012921532,0.004603829506460766,0.013569179275336074,0.013811488519382298,0.5895323476797717,0.0,1.0,0.1541071015531203,0.5536709486042705,0.3557063259568751,0.1541071015531203,42308.0,3130000,14.956543562516336,0,1934.0,0,obama1,2012,Alabama,2008,0,AL
18,ALD980728703,426.0,55.6,PERDIDO GROUND WATER CONTAMINATION,1980,COUNTY RD 47 S,PERDIDO,BALDWIN,AL,36562.0,4,Currently on the,31.0125,-87.625,30.29,G,1983-09-08,1993-07-30,completed,,0,0,0,0,1,0,0,0,0,0,0,0.045880618720399176,0.010360130845205888,0.008386785676662466,0.009373466344505107,0.018746916521868356,0.22002959492320706,0.0,0.9629995072901846,0.31228417269792674,0.20374938007094529,0.3103108113622414,0.0,11973.0,99000,11.502875129116727,0,3613.0,1,reagan1,1983,Alabama,1980,1,AL
19,ALD983166299,426.0,55.6,TRIANA/TENNESSEE RIVER,1980,USAMICOM DRSMI KL,LIMESTONE/MOR,"MORGAN, LIMESTON",AL,35898.0,4,Currently on the,34.50888,-86.63819000000001,61.42,G,1983-09-08,1991-12-18,completed,,0,0,0,0,1,0,0,0,0,0,0,0.031847134665716786,0.028207460096527224,0.019108280799430083,0.006976038569577534,0.0473157408959573,0.2813163459208985,0.0,1.0,0.2866242024902821,0.2459811943456852,0.2870791612176077,0.0007582645455427207,12765.0,13739407,16.435778685166273,0,3023.0,1,reagan1,1983,Alabama,1980,1,AL
20,ARD000023440,426.0,49.4,"VERTAC, INC.",1980,MARSHALL RD,JACKSONVILLE,PULASKI,AR,72076.0,6,Currently on the,34.878,-92.1312,65.46,G,1983-09-08,1998-08-31,completed,,0,0,0,0,0,0,1,0,0,0,0,0.15440965013052302,0.0014363705332333509,0.01551278274757457,0.03677104366738554,0.01694915328080792,0.3182993354825739,1.0,0.0,0.025711003235719145,0.2872737699874248,0.0,0.0,6779.75,38000000,17.45309671769066,0,5471.0,1,reagan1,1983,Arkansas,1980,1,AR
21,ARD035662469,495.0,49.4,GURLEY PIT,1980,1 MI N OF EDMONDSON,EDMONDSEN,CRITTENDEN,AR,72332.0,6,Deleted from the,35.1209,-90.3116,41,G,1983-07-01,1994-09-13,completed,6-Nov-03,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,5000.0,6130000,15.628705307912394,0,4092.0,1,reagan1,1983,Arkansas,1980,1,AR
22,ARD980496368,481.0,49.4,INDUSTRIAL WASTE CONTROL,1980,BONANZA ROAD,FORT SMITH,SEBASTIAN,AR,72901.0,6,Deleted from the,35.2402,-94.3525,41,G,1983-07-15,1992-06-10,completed,7-Apr-08,0,0,0,0,0,0,1,0,0,0,0,0.0010239419258625997,0.0157689987015254,0.0231415270893568,0.005734172465911012,0.0389105257908822,0.3280770004328249,0.008601258698866519,0.3143559344235649,0.2412451133818489,0.2824083602501691,0.0,0.0,5000.0,13739407,16.435778685166273,0,3253.0,1,reagan1,1983,Arkansas,1980,1,AR
23,ARD008052508,24.0,49.4,"POPILE, INC.",1990,SOUTHFIELD RD. APPROX. 1/2 MI S O,EL DORADO,UNION,AR,71730.0,6,Currently on the,33.1825,-92.67333,50.03,G,1992-10-14,2001-09-28,completed,,0,0,0,0,0,0,1,0,0,0,0,1.250668457005885,0.04240846696312929,0.06014615099207182,0.013431460190616586,0.10255461795520113,1.1423353908436151,0.0,0.9963838806966088,0.7090592827704336,1.0963501198892225,0.7310678786805513,0.4271566565522869,18641.0,11900000,16.292048958081757,0,3271.0,1,bush_father,1992,Arkansas,1988,0,AR
24,ARD084930148,144.0,49.4,"ARKWOOD, INC.",1980,S. OF CITY @ CRICKETT RR JUNC.,OMAHA,BOONE,AR,72662.0,6,Currently on the,36.445,-93.1964,28.95,G,1989-03-31,1996-06-28,completed,,0,0,0,0,0,0,1,0,0,0,0,0.0005047937670491156,0.012619889271258,0.007824333452614698,0.006814745918516467,0.0204442227238727,0.4702170625223652,0.0,0.9722362526222385,0.21024735555979185,0.453306411199513,0.31524481986624875,0.12998486099712508,24325.0,10300000,16.147654453199863,0,2646.0,1,bush_father,1989,Arkansas,1988,0,AR
25,ARD980496723,205.0,49.4,SOUTH 8TH STREET LANDFILL,1990,SOUTH EIGHTH STREET,WEST MEMPHIS,CRITTENDEN,AR,72301.0,6,Deleted from the,35.12444,-90.16944000000001,41,G,1992-04-16,2000-09-19,completed,28-Sep-04,0,0,0,0,0,0,1,0,0,0,0,3.540549678364997,0.10898800503314314,0.12277236435198415,0.03245467387106471,0.2317603693851273,1.1989882063939823,4.020264089611483,0.9797359103885172,1.4301396213334034,1.1556397536928085,0.8340601159456418,0.5279853151579618,12907.666666666664,383461,12.856993199702915,0,3078.0,1,bush_father,1992,Arkansas,1988,0,AR
26,ARD980864110,661.0,49.4,MONROE AUTO EQUIPMENT CO. (PARAGOULD PIT),1990,HWY 358 2 1/2 MI W OF TOWN,PARAGOULD,GREENE,AR,72450.0,6,Currently on the,36.02083,-90.575,41,G,1990-08-30,2001-09-19,completed,29-Sep-14,0,0,0,0,0,0,1,0,0,0,0,0.000634784807172446,0.01925518236881741,0.011849348813992234,0.005713074069031983,0.031104531182809637,0.3681760525184162,0.0,0.96275920487671,0.2630131209604751,0.34193821566174204,0.30617858508852114,0.122090558829313,19823.0,13739407,16.435778685166273,0,4038.0,1,bush_father,1990,Arkansas,1988,0,AR
27,ARD042755231,180.0,49.4,OUACHITA NEVADA WOOD TREATER,2000,N OF HWY 368 APPROX. 1/4 MI N OF,READER,OUACHITA,AR,71726.0,6,Currently on the,33.75945,-93.10425,50.0,G,2000-05-11,2006-09-21,completed,,0,0,0,0,0,0,1,0,0,0,0,0.06352494537694572,0.01622648043780059,0.016744348301065044,0.03366131462876969,0.032970828738865636,0.460210598403171,0.2748144317160812,0.7251855682839188,0.16658035612186406,0.4353530098832056,0.2717072337253916,0.10478163236135124,31875.0,1300000,14.077874822431765,0,2324.0,1,clinton2,2000,Arkansas,1996,1,AR
28,ARD049658628,474.0,49.4,MOUNTAIN PINE PRESSURE TREATING,1990,HIGHWAY 28,PLAINVIEW,YELL,AR,72857.0,6,Currently on the,34.984159999999996,-93.30221999999999,41.93,G,1999-07-22,2005-09-28,completed,,0,0,0,0,0,0,1,0,0,0,0,0.2809312109638753,0.02729797078303913,0.03969893420920874,0.016803485576745266,0.06699690499224788,1.0523548277869141,0.7097912309739456,1.290208752892897,0.25060933292605325,0.9133658912023006,0.6004793883543753,0.262377984959804,60134.5,5342000,15.491110672652043,0,2260.0,1,clinton2,1999,Arkansas,1996,1,AR
29,ARD980745665,580.0,49.4,MIDLAND PRODUCTS,1980,1/2 MI E ON HIGHWAY 10,OLA/BIRTA,YELL,AR,72853.0,6,Currently on the,35.025,-93.20388,30.77,G,1986-06-10,1993-12-21,completed,,0,0,0,0,0,0,1,0,0,0,0,0.008698008122291448,0.01848328142413446,0.007338950929449364,0.017667840633336578,0.025822232353583826,0.3884207828587721,0.0,1.0,0.2807828251016937,0.3731992484100976,0.2699103028080308,0.186463712010672,18424.0,588000,13.284482226880764,0,2751.0,1,reagan2,1986,Arkansas,1984,0,AR
30,ARD980809941,474.0,49.4,JACKSONVILLE MUNICIPAL LANDFILL,1980,GRAHAM RD,JACKSONVILLE,LONOKE,AR,72076.0,6,Deleted from the,34.86333,-92.07166,41,G,1987-07-22,1995-09-25,completed,14-Mar-00,0,0,0,0,0,0,1,0,0,0,0,0.5043977272080897,0.08846997897700909,0.0768636307946943,0.06432529393701703,0.1653336097717034,2.322375328190132,2.958222811583391,2.041777188416609,0.6762500191288381,2.252708290311213,1.2590210798605628,0.3594408366690028,27589.6,1950000,14.48333993053993,0,2987.0,1,reagan2,1987,Arkansas,1984,0,AR
31,ARD981055809,474.0,49.4,ROGERS ROAD MUNICIPAL LANDFILL,1980,ROGER RD 2/10MI S OF GRAHAM RD,JACKSONVILLE,PULASKI,AR,72076.0,6,Deleted from the,34.8627,-92.0778,41,G,1987-07-22,1995-09-25,completed,12-Oct-10,0,0,0,0,0,0,1,0,0,0,0,0.7510808802574849,0.10593138981310173,0.10139851962543599,0.08311250224318797,0.2073299094385377,2.7819255707209773,3.916445622867962,2.0835543771320384,0.7653293858689092,2.7036363399406116,1.4765275841262082,0.39834549492550253,27512.33333333333,1226000,14.019267395478293,0,2987.0,1,reagan2,1987,Arkansas,1984,0,AR
32,ARD990660649,50.0,49.4,CEDAR CHEMICAL CORPORATION,2010,49 PHILLIPS ROAD 311 (HIGHWAY 242,WEST HELENA,PHILLIPS,AR,72342.0,6,Currently on the,34.5206,-90.6517,41,G,2012-09-18,2018-01-04,,,0,0,0,0,0,0,1,0,0,0,0,3.3821921483696737,0.1381372739254497,0.09821668991977724,0.05888902837064236,0.2363539638452269,2.30516540524126,3.121370361176666,1.8786296388233337,0.8938318412582251,2.166974452993844,1.0307496618058656,0.7926917897620533,27498.0,13739407,16.435778685166273,0,1934.0,0,obama1,2012,Arkansas,2008,0,AR
33,AZ0000309013,65.0,46.7,IRON KING MINE - HUMBOLDT SMELTER,2000,"PARTS OF SECS 15,16&22, TWP 13N,",Dewey-Humbold,YAVAPAI,AZ,86327.0,9,Currently on the,34.503333000000005,-112.236667,52.69,G,2008-09-03,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.009875284949530466,0.031412364055042226,0.024901026098521656,0.1781549481256786,0.056313390153563875,1.3072157805949716,0.0,2.0,0.1553260282252343,1.214890298013516,0.6725165618011557,0.3770572063401939,36188.0,13739407,16.435778685166273,0,3410.0,0,bush_son2,2008,Arizona,2004,0,AZ
34,AZ0570024133,661.0,46.7,LUKE AIR FORCE BASE,1990,S RT 8 YUMA THRU GILA BEND,GLENDALE,MARICOPA,AZ,85309.0,9,Deleted from the,33.54,-112.3567,41,F,1990-08-30,2000-09-25,completed,22-Apr-02,0,0,0,0,0,0,0,0,0,1,0,0.15730021365481614,0.019841245714339248,0.027313247627313797,0.27441942904239763,0.04715449334165304,0.8257574052134948,0.08131868419476404,0.9180819177532648,0.13304572524825034,0.7894562072987701,0.21430173553805712,0.04875431305364049,26512.0,96543,11.477743783933649,1,3679.0,1,bush_father,1990,Arizona,1988,0,AZ
35,AZ0971590062,471.0,46.7,YUMA MARINE CORPS AIR STATION,1990,AVENUE 3E,YUMA,YUMA,AZ,85369.0,9,Currently on the,32.654579999999996,-114.5888,32.24,F,1990-02-21,2000-09-20,completed,,0,0,0,0,0,0,0,0,0,1,0,0.1561573865180418,0.08067031263462206,0.08393150137957968,0.8783726286404671,0.16460181401420176,1.1124957244754108,1.0050867605579263,0.8374129358663446,0.5476961813672385,1.0412902779547917,0.629291264768412,0.5261509857742607,20016.33333333333,8012000,15.896450975767847,1,3864.0,1,bush_father,1990,Arizona,1988,0,AZ
36,AZ7570028582,379.0,46.7,WILLIAMS AIR FORCE BASE,1980,WILLIAMS AFB,CHANDLER,MARICOPA,AZ,85224.0,9,Currently on the,33.30695,-111.6519,37.93,F,1989-11-21,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.11006347733685873,0.010112825826001464,0.01467777604684006,0.3346313147247638,0.024790601872841524,0.8296092267889406,1.2321260200825386,0.5587958103854264,0.15402620560421149,0.7604934442736817,0.21269382157535502,0.05097570914593163,31341.0,1100000,13.9108207377686,1,10271.0,0,bush_father,1989,Arizona,1988,0,AZ
37,AZD008399263,661.0,46.7,APACHE POWDER CO.,1990,1436 S APACHE POWDER RD,SAINT DAVID,COCHISE,AZ,85630.0,9,Currently on the,31.88,-110.24,39.09,G,1990-08-30,2008-09-26,completed,,0,0,0,0,0,0,0,0,0,1,0,0.002884375949298841,0.017055437191283825,0.007524444577605018,0.15136694058066882,0.02457988176888884,0.5125407593889536,0.0,0.5204414317233224,0.16716828524940647,0.4794331590244229,0.298219221785286,0.2207173357635384,18727.0,13739407,16.435778685166273,0,6602.0,1,bush_father,1990,Arizona,1988,0,AZ
38,AZD009004177,331.0,46.7,"MOTOROLA, INC. (52ND STREET PLANT)",1980,5005 E MCDOWELL RD,PHOENIX,MARICOPA,AZ,85008.0,9,Currently on the,33.461659999999995,-111.9708,40.83,G,1989-10-04,2018-01-04,,,1,0,0,0,0,0,0,0,0,1,0,0.3245001525406541,0.16191407647371292,0.07894047626246882,1.3076864548682816,0.2408545527361817,3.192670845000821,6.0,0.0,0.8480994512022333,2.918510171273734,1.0615130126191552,0.7408458188248914,24101.66666666667,7600000,15.84365880525656,0,10319.0,0,bush_father,1989,Arizona,1988,0,AZ
39,AZD980496780,481.0,46.7,NINETEENTH AVENUE LANDFILL,1980,19TH AVE,PHOENIX,MARICOPA,AZ,85041.0,9,Deleted from the,33.41666,-112.0917,41,G,1983-07-15,1998-02-17,completed,25-Sep-06,0,0,0,0,0,0,0,0,0,1,0,1.6412383548620009,0.20025742713494726,0.12842008781533693,3.5904175959349884,0.32867751495028424,1.1407738770156215,7.0,0.0,2.088132276689414,1.0395260140960625,0.9849225236503591,0.18411667884431834,11010.142857142857,42990000,17.576478088472463,0,5331.0,1,reagan1,1983,Arizona,1980,0,AZ
40,AZD980695902,426.0,46.7,PHOENIX-GOODYEAR AIRPORT AREA,1980,BETWEEN LWR BUCKEYE ROAD & VAN BU,GOODYEAR,MARICOPA,AZ,85338.0,9,Currently on the,33.42971,-112.3653,45.91,G,1983-09-08,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.1771117462569528,0.02636426173737165,0.024985901118784758,1.0501728392873355,0.05135016285615642,0.6491997313337989,0.0,0.008600639824877982,0.3405411263809589,0.5581362443182656,0.4286436850760952,0.009598384210243085,9579.75,1870000,14.44144898883077,0,12537.0,0,reagan1,1983,Arizona,1980,0,AZ
41,AZD980695969,426.0,46.7,INDIAN BEND WASH AREA,1980,MCDOWELL RD & HAYDEN,SCOTTSDALE,MARICOPA,AZ,85253.0,9,Currently on the,33.46666,-111.9083,42.24,G,1983-09-08,2006-09-28,completed,,1,0,0,0,0,0,0,0,0,1,0,0.03544967202640836,0.0869517575187709,0.07679284897536777,0.3164530414472198,0.1637446064941387,3.444515182758073,6.0,1.0,0.9437017585741648,2.585580121414687,1.8676630350287329,0.013623284061957959,18854.714285714286,132775800,18.70417254948524,0,8421.0,1,reagan1,1983,Arizona,1980,0,AZ
42,AZD980737530,426.0,46.7,TUCSON INTERNATIONAL AIRPORT AREA,1980,NOGALES HWY,TUCSON,PIMA,AZ,85734.0,9,Currently on the,32.10556,-110.9333,57.8,G,1983-09-08,2018-01-04,,,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,5000.0,2100000,14.557447902693651,0,12537.0,0,reagan1,1983,Arizona,1980,0,AZ
43,AZD980735666,474.0,46.7,HASSAYAMPA LANDFILL,1980,OLD WICKENBURG RD,HASSAYAMPA,MARICOPA,AZ,85343.0,9,Currently on the,33.36833,-112.7483,42.79,G,1987-07-22,1997-09-30,completed,,0,0,0,0,0,0,0,0,0,1,0,0.021059443949210336,0.026356575333649768,0.008268732404073529,0.2003875687582204,0.0346253077377233,0.3820412975667127,0.0,0.8378552633846121,0.20620154193958748,0.36937981487947696,0.24005169743393465,0.0719638324139553,29396.0,9200000,16.034714042019267,0,3723.0,1,reagan2,1987,Arizona,1984,0,AZ
44,CA0001576081,405.0,46.4,AMCO CHEMICAL,2000,1414 THIRD STREET,OAKLAND,ALAMEDA,CA,94607.0,9,Currently on the,37.8025,-122.29375,50.0,G,2003-09-29,2018-01-04,,,1,0,0,0,0,0,0,0,0,1,0,0.011053774375837063,0.01755292641858097,0.028550344037178564,0.2588004944621021,0.04610327045575953,1.1858139921372377,0.4624749818000028,1.5375249473651884,0.14572988001721987,1.0854881097396407,0.5415349374298527,0.21900033365212815,51149.0,13739407,16.435778685166273,0,5211.0,0,bush_son1,2003,California,2000,1,CA
45,CA0001900463,418.0,46.4,NEW IDRIA MERCURY MINE,2010,"TOWNSHIP: 17S, RANGE: 12E",IDRIA,SAN BENITO,CA,95043.0,9,Currently on the,36.412778,-120.674444,31.66,G,2011-09-16,2018-01-04,,,0,0,0,0,0,0,0,0,0,1,0,0.0019731319803478896,0.020915547165847825,0.010260402355862423,0.3275454214952861,0.03117594952171025,0.4802683900513876,0.20797153444124286,0.7920283204861903,0.111286471605962,0.4400158303184836,0.23638515721949274,0.12628247775819942,80842.0,13739407,16.435778685166273,0,2302.0,0,obama1,2011,California,2008,1,CA
